ID;CLASS;X01;X02;X03;X04;X05;X06;X07;X08;X09;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;DATETIME_OPEN;DATETIME_CHECK
4010;0;93;4;30;0;3;8;4;8;5;96;37;4;36;312;231;0;2;5;19;48;157;27;1548;298;1;6;79;7;83;48;0;0;0;0;1;51361;-629;37605;36932;356972;54078;15544;38861;73790;4741;148;16454;4;1;1;2;0;0;NULL;6;1;-81;-100;NULL;NULL;NULL;"2015-10-09 00:00:00";"2016-08-02 17:27:22"
4018;0;420;3;79;4;7;16;6;8;12;4;23;123;358;769;685;6;19;96;89;229;193;26;126;295;8;0;402;10;155;0;0;2;0;4;0;55063;-959785;-262389;-239893;34676;7063;717;15975;7693;1427;145;5063;4;2;1;1;0;0;NULL;7;16;NULL;NULL;NULL;NULL;-275;"2015-10-07 00:00:00";"2016-07-28 15:01:41"
4022;0;41;4;15;0;5;1;2;2;1;10;7;37;24;154;103;3;10;22;19;13;36;41;4832;2455;2;6;26;7;25;0;0;5;0;0;0;19329;-73611;-42355;-49750;434231;122196;175259;29999;366770;22240;175259;3299;8;0;1;4;2;0;NULL;2;5;NULL;NULL;NULL;NULL;-166;"2009-11-12 00:00:00";"2016-08-02 05:09:44"
4024;0;55;2;11;0;2;4;1;4;0;4;2;0;22;71;55;0;0;0;4;37;14;42;1116;975;0;5;50;0;23;2;0;0;0;0;0;7965;-3109;2146;1656;408623;397441;11598334;69937;328156;180260;11598334;39731;4;0;1;1;0;1;NULL;2;0;-500;-500;NULL;NULL;NULL;"2013-11-27 00:00:00";"2016-07-29 11:30:46"
4032;0;102;2;18;1;3;8;1;0;5;34;4;46;82;237;203;0;2;13;17;31;140;25;1138;239;0;3;99;0;26;0;0;17;0;0;0;4151;-70154;-13563;-7514;188684;110875;55;35978;15025;2785;23;14146;1;0;0;1;0;0;NULL;3;10;NULL;NULL;NULL;NULL;-54;"2015-12-07 00:00:00";"2016-08-02 08:38:19"
4035;0;66;2;138;8;13;53;31;10;7;38;117;63;58;342;155;6;10;8;12;53;37;28;1138;719;0;0;59;7;26;0;8;10;0;0;0;61290;-515331;-233576;-230398;40346;61104;39026;62984;18524;31952;13783;344;5;0;1;2;0;0;NULL;58;13;NULL;NULL;-300;-300;-432;"2014-08-13 00:00:00";"2016-08-01 15:49:20"
4039;0;2;1;3;1;0;0;1;1;0;2;4;0;2;15;4;0;2;0;0;0;2;40;1298;539;0;0;2;0;5;1;0;1;0;0;1;7600;-4330;182;-200;2064023;705;622670;26432;2064023;705;622670;26432;5;0;1;3;0;0;NULL;2;0;-200;-200;NULL;NULL;-5965;"2015-02-10 00:00:00";"2016-08-02 15:58:22"
4045;0;78;3;22;0;4;2;4;3;4;20;48;8;63;188;118;1;2;7;24;53;28;28;879;391;4;3;71;0;52;7;0;3;2;2;1;1772;-40548;-22730;-23261;158122;57592;99032;62849;99486;48771;76649;33666;3;0;0;3;0;0;NULL;9;4;-168;-100;NULL;NULL;-600;"2015-07-06 00:00:00";"2016-07-31 11:37:36"
4054;0;90;2;34;2;4;1;4;4;4;36;12;23;72;182;143;6;7;25;25;38;31;35;126;1582;10;0;80;0;58;18;0;0;0;0;0;32801;-151781;-98938;-107597;75078;114984;39400;47999;16255;59005;25743;24789;10;0;0;1;0;2;NULL;8;5;-420;-275;NULL;NULL;NULL;"2012-03-29 00:00:00";"2016-07-28 11:56:22"
4060;0;186;4;32;2;0;5;3;0;8;42;9;4;139;351;249;3;7;16;23;78;109;35;4831;74;3;1;175;7;79;0;0;23;0;0;1;36492;-67839;-17806;-17008;40474;14765;1382;18525;12447;345;63;3861;7;0;2;2;0;0;NULL;4;2;NULL;NULL;NULL;NULL;-484;"2016-05-17 00:00:00";"2016-07-30 02:39:40"
4062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;2613;294;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;0;0;2;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2015-10-08 00:00:00";"2016-07-28 13:09:37"
4064;0;26;2;22;0;2;4;2;2;9;2;11;6;22;109;40;0;1;6;1;2;26;32;2389;662;0;0;22;4;23;0;0;1;0;0;0;27151;-30351;-19957;-27264;391728;25474;60;56892;430585;1227;46;14340;2;0;0;2;0;0;NULL;5;2;NULL;NULL;NULL;NULL;-30;"2014-10-06 00:00:00";"2016-07-29 16:49:09"
4065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;3599;994;0;0;0;0;0;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;2;0;2;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2013-11-08 00:00:00";"2016-07-29 22:20:38"
4072;0;67;4;42;1;0;12;9;5;7;41;39;21;62;225;161;2;2;23;15;33;84;26;651;701;4;4;58;1;58;18;0;3;0;0;1;35421;-31752;-16526;-16279;143886;34377;54201;37747;82017;15962;20963;12504;2;1;0;0;0;0;NULL;21;7;-133;-100;NULL;NULL;-217;"2014-09-01 00:00:00";"2016-08-02 15:23:56"
4078;0;130;2;75;3;6;20;17;20;1;0;52;60;48;253;178;0;7;2;28;76;29;64;2572;184;0;16;114;0;28;0;0;0;0;0;0;1420;-225492;-133225;-143924;57852;58073;40142;30785;26721;51845;8188;11527;5;0;2;1;1;0;NULL;43;7;NULL;NULL;NULL;NULL;NULL;"2016-01-25 00:00:00";"2016-07-27 15:46:17"
4080;0;28;1;7;0;0;5;0;0;2;47;3;0;8;85;75;0;0;0;0;24;51;39;889;804;0;0;28;0;42;26;0;0;0;0;0;1900;-7244;-3227;-3833;1030624;144991;24;101673;769753;120670;24;18445;5;0;0;3;0;0;NULL;2;0;-104;-50;NULL;NULL;NULL;"2014-05-20 00:00:00";"2016-08-01 15:23:13"
4090;0;46;2;48;0;4;4;14;14;12;17;35;14;30;185;106;0;2;6;18;34;46;20;557;532;0;0;44;2;32;0;0;5;0;0;0;2173;-12349;-3891;-3632;158205;23258;8130;54094;63756;4168;136;6972;1;0;0;1;0;0;NULL;8;4;NULL;NULL;NULL;NULL;-195;"2015-02-11 00:00:00";"2016-07-27 12:27:59"
4091;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;22;2389;250;0;0;0;0;1;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7;0;1;6;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2015-11-24 00:00:00";"2016-07-31 21:02:29"
4094;0;18;3;8;1;1;4;0;0;0;76;5;0;11;143;123;0;1;11;6;20;84;20;4444;474;3;4;11;0;56;36;0;0;0;0;0;-26279;-38362;-34085;-34220;318237;52950;NULL;265127;219640;41425;NULL;38957;1;0;0;1;0;0;NULL;0;0;-31;-20;NULL;NULL;NULL;"2015-04-16 00:00:00";"2016-08-02 12:10:04"
4095;0;196;1;25;1;1;2;4;4;9;8;17;24;116;295;249;1;2;6;18;82;140;30;1618;2205;0;0;196;0;62;4;0;0;0;0;0;500;-50989;-20787;-16928;108482;8672956;16427;35114;64193;20844;70;11876;5;0;1;3;0;0;NULL;9;6;-113;-100;NULL;NULL;NULL;"2010-07-19 00:00:00";"2016-08-01 15:11:01"
4096;0;60;2;18;0;2;1;2;9;3;6;28;6;27;123;79;0;0;4;0;24;49;23;3562;28;1;0;59;0;39;3;0;0;0;0;0;35474;-60737;-37284;-56981;46271;19146;5351;21002;27824;5701;5351;6914;3;0;0;1;1;0;NULL;8;2;-208;-200;NULL;NULL;NULL;"2016-06-28 00:00:00";"2016-07-26 18:12:22"
4097;0;6;1;4;0;0;1;1;2;0;0;4;0;6;18;12;0;0;2;1;5;4;22;557;39;0;0;6;0;5;0;0;0;0;0;0;4000;-3866;-1324;-3173;225800;13879;NULL;37616;142488;9843;NULL;38137;8;1;4;2;0;0;NULL;3;0;NULL;NULL;NULL;NULL;NULL;"2016-06-21 00:00:00";"2016-07-30 12:27:23"
4098;0;348;3;23;0;5;4;8;1;1;107;52;34;356;578;505;3;5;15;18;142;317;20;4683;1202;4;2;342;0;73;37;16;0;0;0;0;6000;-134718;-65456;-55704;56747;22167;96074;19141;28890;6624;96074;6947;1;0;0;1;0;0;NULL;7;11;-104;-100;-100;-100;NULL;"2013-04-16 00:00:00";"2016-07-31 07:52:06"
4100;0;45;1;10;4;0;0;1;0;1;10;22;9;39;104;86;3;8;12;12;18;25;54;1567;1117;0;0;45;0;25;5;0;6;0;0;0;-7000;-113696;-55048;-52037;276150;83011;41;88351;333440;51628;41;20554;5;0;0;1;0;1;NULL;1;2;-250;-250;NULL;NULL;-134;"2013-07-08 00:00:00";"2016-07-29 14:25:37"
4104;0;185;4;79;4;6;14;10;22;13;42;65;34;69;398;281;6;4;29;31;91;112;36;4819;1191;7;5;138;35;59;10;11;0;0;0;1;28330;-98370;-42702;-40795;56167;35656;35028;24311;17148;15662;12920;4659;4;0;2;1;0;1;NULL;17;10;-224;-150;-200;-200;NULL;"2013-04-29 00:00:00";"2016-08-02 16:06:01"
4114;0;569;4;50;4;2;22;5;2;6;83;14;47;503;755;682;1;2;40;88;231;310;34;4105;3210;13;17;529;10;113;17;23;1;0;0;2;12317;-233490;-100594;-109001;26783;72997;3687;14433;12450;7063;34;4555;2;1;0;1;0;0;NULL;2;12;-147;-150;-100;-100;-3964;"2007-10-17 00:00:00";"2016-07-31 15:03:02"
4116;0;12;1;15;0;0;0;1;3;11;4;7;24;10;62;41;0;0;0;0;7;34;16;4643;66;0;0;12;0;11;1;0;1;0;0;1;1051;-1976;-770;-815;92032;62475;204;67585;2628;27098;40;357;2;0;1;1;0;0;NULL;1;2;-100;-100;NULL;NULL;-650;"2016-05-27 00:00:00";"2016-08-01 16:03:09"
4117;0;0;0;1;0;0;1;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;31;4723;545;0;0;0;0;2;0;0;0;0;0;0;2000;2000;2000;2000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;0;0;1;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2015-01-31 00:00:00";"2016-07-29 18:50:08"
4121;0;287;2;288;6;23;85;112;35;8;86;280;132;130;826;525;3;4;45;57;113;254;35;1349;926;0;0;281;6;114;43;0;0;0;0;2;720343;-738672;-354656;-444285;34950;39183;44423;10646;9570;10221;3492;1247;2;0;0;1;1;0;NULL;121;13;-106;-10;NULL;NULL;NULL;"2014-01-15 00:00:00";"2016-07-29 10:45:19"
4123;0;422;1;52;1;4;19;7;12;8;29;49;0;287;593;453;0;4;16;23;209;201;26;57662;304;0;0;422;0;83;18;0;1;0;0;0;1211;-140154;-67412;-71893;34730;33784;30697;23049;21020;23554;71;8799;5;0;1;2;0;0;NULL;2;0;-49;-20;NULL;NULL;-200;"2015-09-30 00:00:00";"2016-07-30 14:29:47"
4125;0;98;2;36;0;2;10;12;8;4;13;32;21;44;240;173;1;2;2;21;31;116;19;1138;334;0;0;97;1;45;4;0;3;0;0;0;3784;-21208;-8501;-7819;109926;49458;25346;44732;47477;21428;9666;23229;1;0;0;1;0;0;NULL;5;5;-75;-75;NULL;NULL;-250;"2015-08-29 00:00:00";"2016-07-28 11:15:21"
4126;0;261;4;33;2;3;16;11;0;0;31;62;0;179;419;329;1;3;12;14;41;258;27;2415;302;1;6;251;3;54;9;0;7;0;0;1;2750;-28703;-11816;-12170;140471;19333;28040;18999;53587;4428;28040;6267;1;0;0;1;0;0;NULL;2;0;-234;-239;NULL;NULL;-160;"2015-09-29 00:00:00";"2016-07-27 06:58:12"
4127;0;0;0;1;0;1;0;0;0;0;1;1;0;0;7;1;0;1;0;0;0;0;28;2648;11;0;0;0;0;5;0;0;0;0;0;1;5096;96;2596;2596;NULL;3247;NULL;NULL;NULL;3247;NULL;NULL;6;0;0;3;0;1;239;1;0;NULL;NULL;NULL;NULL;NULL;"2016-07-15 00:00:00";"2016-07-26 19:22:37"
4128;0;0;0;5;0;0;5;0;0;0;0;5;0;0;6;1;0;0;0;0;0;0;26;4723;693;0;0;0;0;2;0;0;0;0;0;0;16100;-33900;2650;8550;NULL;1981428;2332946;NULL;NULL;1981428;2460420;NULL;5;0;1;2;1;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2014-09-08 00:00:00";"2016-08-01 13:32:55"
4130;0;98;1;24;0;1;4;11;2;4;56;44;20;64;253;184;0;0;9;9;30;132;27;133;684;0;0;98;0;66;26;0;0;0;0;3;22941;-65846;-37494;-54501;180493;27226;74;38695;68430;1223;71;12944;1;0;0;1;0;0;NULL;3;6;-72;-100;NULL;NULL;NULL;"2014-09-17 00:00:00";"2016-08-01 12:20:06"
4131;0;58;1;10;0;0;5;0;0;5;4;0;0;29;100;62;0;0;0;5;27;30;36;889;451;0;0;58;0;30;0;0;2;0;0;0;2008;-9134;-3360;-3924;1063379;175100;23;94741;1245171;90861;23;28407;5;0;1;2;1;0;NULL;0;0;NULL;NULL;NULL;NULL;-75;"2015-05-09 00:00:00";"2016-08-02 15:20:39"
4133;0;71;1;11;0;0;2;3;4;2;4;13;0;69;99;76;0;0;3;0;15;58;17;4105;281;0;0;71;0;29;0;0;1;0;0;0;452;-10512;-5312;-5945;361752;207616;289;197873;234360;131723;289;52141;1;0;0;1;0;0;NULL;3;0;NULL;NULL;NULL;NULL;-200;"2015-10-22 00:00:00";"2016-07-29 19:16:18"
4134;0;0;0;5;0;2;2;0;1;0;9;6;0;0;31;23;0;1;3;0;1;18;55;4122;137;0;0;0;0;12;4;0;0;0;0;0;7400;-2600;887;250;249779;16510;15943;386691;184676;11208;15943;77189;2;0;0;2;0;0;NULL;2;0;-88;-100;NULL;NULL;NULL;"2016-03-14 00:00:00";"2016-07-29 10:06:13"
4136;0;39;3;8;0;1;5;0;0;1;8;3;9;32;76;55;0;4;6;5;14;24;18;2606;143;1;4;34;0;17;1;0;3;0;0;0;13208;-38583;-21518;-26560;1115240;113251;456;36078;1434501;8227;456;6998;1;0;0;1;0;0;NULL;1;3;-100;-100;NULL;NULL;-100;"2016-03-11 00:00:00";"2016-08-01 17:22:12"
4137;0;78;1;18;0;0;0;1;8;9;4;18;0;58;117;85;0;0;0;1;3;81;21;3600;491;0;0;78;0;17;0;0;2;0;0;0;300;-4553;-2010;-1944;212766;12173;467255;105894;120822;812;467255;37661;2;0;0;1;0;1;NULL;2;0;NULL;NULL;NULL;NULL;-48;"2015-03-25 00:00:00";"2016-07-28 19:11:42"
4138;0;81;1;18;0;3;5;1;5;4;6;18;0;75;109;85;0;0;8;10;31;36;29;140;885;0;0;81;0;24;0;0;3;0;0;0;3122;-25155;-10581;-8680;190920;61957;295728;92262;46637;29967;272536;54191;2;0;0;2;0;0;NULL;1;0;NULL;NULL;NULL;NULL;-280;"2014-02-26 00:00:00";"2016-07-30 01:13:05"
4139;0;18;1;2;0;0;0;0;0;2;0;2;0;6;32;25;1;1;2;2;2;16;27;140;19;0;0;18;0;14;0;0;0;0;0;0;-30000;-53698;-40224;-35094;11753;45;NULL;11317;11753;45;NULL;2693;9;0;5;2;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2016-07-11 00:00:00";"2016-07-30 08:23:32"
4141;0;233;1;34;0;2;10;7;4;10;2;27;8;105;343;282;0;0;9;5;69;197;20;4683;1079;0;0;233;0;50;0;0;2;0;0;1;5126;-52966;-16253;-16506;68122;6516;12059;39660;38231;1027;47;20256;2;0;1;1;0;0;NULL;2;2;NULL;NULL;NULL;NULL;-225;"2013-08-16 00:00:00";"2016-07-30 12:28:38"
4143;0;74;4;20;0;6;3;0;1;0;30;5;35;20;189;168;4;14;35;37;56;20;49;4723;303;10;1;60;3;44;15;0;0;0;2;0;39330;-84625;-25403;-29742;62472;86448;34142;54733;46628;70212;3986;27213;4;0;0;1;0;0;NULL;4;9;-277;-200;NULL;NULL;NULL;"2015-09-29 00:00:00";"2016-07-28 19:51:07"
4146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;29;1116;297;0;0;0;0;1;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7;1;4;1;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2015-10-06 00:00:00";"2016-07-29 08:03:52"
4147;0;0;0;295;2;12;61;68;101;46;0;294;11;0;344;28;0;4;1;0;2;0;59;4832;1015;0;0;0;0;20;0;0;0;0;0;0;1313;-176668;-104924;-107800;71513;37998;35899;59;37567;12929;12673;50;4;0;0;3;1;0;NULL;48;4;NULL;NULL;NULL;NULL;NULL;"2013-10-16 00:00:00";"2016-07-27 13:56:25"
4150;0;47;3;24;3;5;8;2;1;1;62;38;42;36;205;167;8;7;11;17;40;74;31;1618;175;4;3;40;0;51;31;0;0;0;2;0;-1581;-146446;-79942;-96571;77483;62382;54363;55028;64658;45597;28355;15183;3;0;0;2;0;1;NULL;4;5;-102;-50;NULL;NULL;NULL;"2016-02-08 00:00:00";"2016-08-01 06:27:03"
4151;0;100;1;43;1;3;5;11;10;11;14;32;18;55;245;179;0;7;8;21;46;97;18;2606;499;0;0;100;0;40;0;0;7;0;0;1;6600;-38106;-16138;-15345;179153;6986;29;33881;76767;1947;25;13359;2;0;0;2;0;0;NULL;5;8;NULL;NULL;NULL;NULL;-97;"2015-03-18 00:00:00";"2016-07-29 21:29:32"
4154;0;133;4;104;2;5;21;10;12;35;16;61;97;172;474;342;0;27;36;28;100;128;25;134;255;4;4;124;1;73;0;0;8;0;0;1;15873;-249420;-107292;-98656;65951;5806;7310;18032;18143;250;100;3842;2;0;0;2;0;0;NULL;12;22;NULL;NULL;NULL;NULL;-252;"2015-11-17 00:00:00";"2016-07-29 14:11:30"
4162;0;14;2;15;0;0;6;1;0;2;67;22;15;10;173;132;3;4;20;17;34;40;30;4643;172;4;0;10;0;43;22;0;9;0;0;0;68813;-206775;-86666;-73687;114174;43721;38750;71794;100137;21910;38750;21607;2;0;1;1;0;0;NULL;6;6;-386;-250;NULL;NULL;-409;"2016-02-08 00:00:00";"2016-07-29 17:10:52"
4163;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;21;2592;165;0;0;0;0;1;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;0;0;3;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2016-02-17 00:00:00";"2016-07-31 12:10:35"
4164;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4;0;0;0;0;0;0;0;24;4683;43;0;0;0;0;3;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;0;0;2;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2016-06-15 00:00:00";"2016-07-28 12:53:12"
4171;0;96;1;30;0;1;8;7;6;5;8;29;11;71;167;122;0;1;10;15;47;47;20;3600;1027;0;0;96;0;32;0;0;4;0;0;0;9849;-44280;-21128;-21565;103752;23612;253140;70593;61205;3799;253140;31322;2;0;0;2;0;0;NULL;5;5;NULL;NULL;NULL;NULL;-675;"2013-10-04 00:00:00";"2016-07-27 16:34:30"
4173;0;24;1;12;0;3;2;1;0;5;5;2;2;0;63;30;0;0;3;2;17;6;51;4832;1288;0;0;0;24;12;0;0;2;0;0;1;102909;-97458;-45489;-93389;1623130;2175;73;37983;1928850;180;41;40;2;0;0;1;0;0;NULL;2;1;NULL;NULL;NULL;NULL;-250;"2013-01-17 00:00:00";"2016-07-28 10:29:40"
4174;0;76;2;21;0;1;1;3;7;7;20;55;0;68;180;94;0;0;1;3;15;73;28;1116;676;0;8;68;0;24;9;0;0;0;0;1;6599;-8469;-2810;-3041;665025;15523;532;17699;254201;1150;0;9282;7;0;1;2;3;1;NULL;3;0;-57;-50;NULL;NULL;NULL;"2014-09-22 00:00:00";"2016-07-29 07:26:13"
4176;0;96;1;97;0;19;18;4;17;31;92;13;12;86;373;261;1;13;35;12;77;114;27;1138;369;0;0;96;0;47;2;0;44;0;0;8;-8560;-100461;-71573;-68930;53454;28332;4181;34333;19083;167;26;10075;8;0;2;1;0;0;NULL;11;3;-50;-50;NULL;NULL;-248;"2015-07-24 00:00:00";"2016-07-27 11:59:07"
4180;0;25;1;18;0;1;5;4;0;8;50;10;10;23;130;86;0;2;5;2;14;63;41;1524;932;0;0;25;0;54;21;0;4;0;0;1;911;-13116;-4316;-2256;553934;41828;14953;64660;192949;99;24;11333;6;0;0;2;0;2;NULL;2;1;-89;-100;NULL;NULL;-600;"2014-01-11 00:00:00";"2016-07-31 21:08:48"
4185;0;9;2;16;2;1;3;4;2;0;59;17;10;4;107;82;2;6;9;10;8;47;41;10484;545;3;0;6;0;38;22;6;0;0;0;0;4592;-22189;-10498;-10568;169005;136880;319118;78176;117877;76226;319118;24842;1;0;0;1;0;0;NULL;9;3;-397;-290;-100;-100;NULL;"2015-01-29 00:00:00";"2016-07-27 07:01:51"
4188;0;62;3;28;3;1;6;4;1;8;41;13;20;8;170;134;4;3;15;21;21;68;64;2606;711;0;7;26;29;36;15;4;0;0;0;1;16651;-30476;-15092;-18014;177939;108359;32158;46072;102540;55719;0;5735;4;0;0;2;1;0;NULL;4;6;-107;-100;-200;-188;NULL;"2014-08-18 00:00:00";"2016-07-29 13:45:49"
4189;0;8;2;2;0;0;1;0;0;0;2;4;8;2;41;25;2;0;6;4;5;5;32;4459;41;0;0;6;2;17;1;0;1;0;0;0;69204;-24276;4281;-8096;170996;30018;NULL;68750;170996;30018;NULL;11848;8;2;1;2;0;1;NULL;1;3;-100;-100;NULL;NULL;-4575;"2016-06-15 00:00:00";"2016-07-26 20:01:07"
4205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;4444;7;0;0;0;0;0;0;0;0;0;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;1;0;3;0;0;NULL;0;0;NULL;NULL;NULL;NULL;NULL;"2016-07-20 00:00:00";"2016-07-27 11:50:46"
4211;0;118;2;51;0;1;12;14;10;13;18;51;12;59;235;180;0;0;13;13;37;117;21;2648;1062;0;0;115;3;50;0;0;9;0;0;0;2518;-28222;-11330;-11614;160009;39183;22083;28486;75265;9211;5749;8307;1;0;0;0;0;0;NULL;7;4;NULL;NULL;NULL;NULL;-78;"2013-08-29 00:00:00";"2016-07-26 19:40:01"
4214;0;37;3;20;7;4;2;2;0;1;40;11;37;23;143;113;2;9;18;15;22;42;33;1618;497;8;0;27;2;41;20;0;0;0;0;0;-100;-98799;-57783;-55871;263402;65686;55019;51792;242862;13486;36914;11060;3;1;0;1;0;1;NULL;2;8;-99;-100;NULL;NULL;NULL;"2015-03-20 00:00:00";"2016-07-29 17:42:45"
4217;0;8;1;12;4;3;0;0;0;0;8;77;19;8;155;43;4;2;0;7;10;13;63;4683;1812;0;0;8;0;19;4;0;0;0;0;0;-15834;-224581;-159099;-184947;775208;185845;81978;133312;333059;118974;84313;13213;5;0;0;2;0;0;NULL;1;6;-425;-500;NULL;NULL;NULL;"2011-08-16 00:00:00";"2016-08-01 13:57:50"
4218;0;13;3;10;0;1;5;0;0;0;46;5;0;4;97;78;1;7;16;1;10;40;38;1349;369;3;4;6;0;38;23;0;1;0;0;0;35360;-19723;5530;6711;257771;301414;406895;82924;275252;286984;406895;45356;5;0;0;3;0;0;NULL;1;0;-200;-100;NULL;NULL;-900;"2015-07-27 00:00:00";"2016-07-30 16:07:36"
4224;0;34;1;7;0;1;3;0;1;2;4;5;0;20;78;40;0;0;4;12;16;8;30;3599;117;0;0;34;0;19;0;0;2;0;0;0;-3029;-28341;-17154;-18128;183765;665847;459691;115989;121455;578990;661175;44061;2;0;0;2;0;0;NULL;1;0;NULL;NULL;NULL;NULL;-625;"2016-04-05 00:00:00";"2016-07-31 19:17:50"
4232;0;309;2;62;3;1;6;16;15;15;14;49;74;267;514;435;2;4;18;45;91;260;21;129;421;6;0;303;0;76;6;0;1;0;2;3;23925;-185893;-72099;-72919;78116;6967;1237;13689;26306;1619;1237;4883;1;0;0;1;0;0;NULL;18;17;-875;-550;NULL;NULL;-729;"2015-06-03 00:00:00";"2016-07-28 15:51:14"
4241;0;30;1;24;0;2;6;3;0;10;15;6;12;38;128;83;0;2;10;7;20;39;25;378;344;0;0;30;0;43;6;0;1;0;0;0;30306;-20680;-497;-2318;636340;9231;65;77735;96148;362;31;10730;9;0;3;2;1;2;NULL;3;5;-77;-80;NULL;NULL;-8631;"2015-08-19 00:00:00";"2016-07-28 10:27:31"
4244;0;190;2;54;1;0;9;15;5;23;31;49;67;94;392;329;0;0;6;11;98;210;20;3600;146;0;0;189;1;106;13;0;1;0;0;3;10000;-67560;-29013;-20115;58555;27833;13478;18643;15639;8633;1597;4599;4;1;0;3;0;0;NULL;14;16;-221;-200;NULL;NULL;-637;"2016-03-05 00:00:00";"2016-07-29 13:55:08"
4248;0;313;3;24;3;1;6;0;3;0;36;4;55;280;443;415;2;21;46;44;90;202;39;378;211;12;5;296;0;101;18;0;1;0;0;0;-244;-193380;-99348;-109345;39151;66038;129056;20546;16487;28885;7774;7996;6;0;0;2;0;0;NULL;3;11;-334;-225;NULL;NULL;-2000;"2015-12-29 00:00:00";"2016-07-27 15:47:15"
4250;0;64;2;15;0;0;5;2;3;4;8;9;0;56;111;76;0;0;3;0;18;55;27;4120;3022;0;0;58;6;25;3;0;1;0;2;1;5276;-6358;-1489;-981;539871;85776;35581;66476;260242;22234;21286;8110;2;0;0;1;0;0;NULL;8;0;-100;-100;NULL;NULL;-300;"2008-04-23 00:00:00";"2016-08-01 11:17:05"
4251;0;507;1;105;6;7;15;15;5;7;32;91;22;317;701;578;0;13;55;120;199;123;48;3562;3459;0;0;507;0;125;16;0;1;0;2;1;110426;-793984;-297891;-277455;19799;22704;15450;13995;11673;7755;4170;6295;3;0;0;2;1;0;NULL;55;5;-475;-500;NULL;NULL;-2500;"2007-02-05 00:00:00";"2016-07-26 20:47:41"
4252;0;86;1;13;0;3;6;1;1;1;15;15;7;49;160;128;0;0;5;11;40;71;39;132;85;0;0;86;0;41;0;0;7;0;0;0;31803;-15950;-5932;-7494;29322;21665;25;51409;2809;5560;25;24355;14;2;2;2;3;0;NULL;1;4;NULL;NULL;NULL;NULL;-486;"2016-05-04 00:00:00";"2016-07-28 13:28:54"
4256;0;176;2;15;0;4;1;2;1;3;22;8;27;108;273;244;0;5;20;16;84;119;21;4643;1123;4;0;172;0;63;3;0;9;0;0;0;11078;-68400;-20886;-16873;44213;340204;NULL;39523;24129;67072;NULL;16752;2;0;0;1;0;1;NULL;5;8;-337;-300;NULL;NULL;-678;"2013-07-04 00:00:00";"2016-07-31 11:47:21"
4259;0;64;4;15;0;0;5;1;2;1;22;8;6;39;121;95;2;4;7;23;32;21;52;895;1902;6;2;52;4;39;6;5;0;0;0;0;28287;-49812;-10601;-7573;147078;155642;248225;77275;55004;70632;48244;17559;3;0;0;2;0;0;NULL;1;3;-259;-275;-200;-200;NULL;"2011-05-13 00:00:00";"2016-07-27 07:30:18"
